id,timestamp,Axes_X_aaTorque
i1,2023-04-28T17:19:59.000+02:00,-2.332
i1,2023-04-28T17:19:59.000+02:00,-2.004
i1,2023-04-28T17:20:00.000+02:00,-1.741
i1,2023-04-28T17:20:00.000+02:00,-1.655
i1,2023-04-28T17:20:00.000+02:00,-1.728
i1,2023-04-28T17:20:00.000+02:00,-1.915
i1,2023-04-28T17:20:01.000+02:00,-1.857
i1,2023-04-28T17:20:01.000+02:00,-4.019
i1,2023-04-28T17:20:01.000+02:00,-2.797
i1,2023-04-28T17:20:01.000+02:00,-2.111
i1,2023-04-28T17:20:02.000+02:00,-1.996
i1,2023-04-28T17:20:02.000+02:00,-2.069
i1,2023-04-28T17:20:02.000+02:00,-1.974
i1,2023-04-28T17:20:02.000+02:00,-2.024
i1,2023-04-28T17:20:03.000+02:00,-2.0220000000000002
i1,2023-04-28T17:20:03.000+02:00,-2.864
i1,2023-04-28T17:20:03.000+02:00,-2.62
i1,2023-04-28T17:20:04.000+02:00,-2.196
i1,2023-04-28T17:20:04.000+02:00,-2.213
i1,2023-04-28T17:20:04.000+02:00,-2.211
i1,2023-04-28T17:20:04.000+02:00,-2.219
i1,2023-04-28T17:20:05.000+02:00,-2.217
i1,2023-04-28T17:20:05.000+02:00,-2.214
i1,2023-04-28T17:20:06.000+02:00,-2.215
i1,2023-04-28T17:20:06.000+02:00,-2.214
i1,2023-04-28T17:20:06.000+02:00,-2.211
i1,2023-04-28T17:20:07.000+02:00,-2.212
i1,2023-04-28T17:20:07.000+02:00,-2.211
i1,2023-04-28T17:20:08.000+02:00,-2.213
i1,2023-04-28T17:20:08.000+02:00,-2.211
i1,2023-04-28T17:20:09.000+02:00,-2.212
i1,2023-04-28T17:20:09.000+02:00,-2.211
i1,2023-04-28T17:20:10.000+02:00,-2.212
i1,2023-04-28T17:20:11.000+02:00,-2.211
i1,2023-04-28T17:20:11.000+02:00,-2.212
i1,2023-04-28T17:20:11.000+02:00,-2.211
i1,2023-04-28T17:20:11.000+02:00,-2.212
i1,2023-04-28T17:20:11.000+02:00,-2.211
i1,2023-04-28T17:20:12.000+02:00,-2.212
i1,2023-04-28T17:20:12.000+02:00,-2.211
i1,2023-04-28T17:20:13.000+02:00,-2.212
i1,2023-04-28T17:20:13.000+02:00,-2.211
i1,2023-04-28T17:20:13.000+02:00,-0.86
i1,2023-04-28T17:20:14.000+02:00,-1.441
i1,2023-04-28T17:20:14.000+02:00,-2.112
i1,2023-04-28T17:20:14.000+02:00,-2.119
i1,2023-04-28T17:20:15.000+02:00,-2.111
i1,2023-04-28T17:20:15.000+02:00,-1.639
i1,2023-04-28T17:20:15.000+02:00,-1.542
