id,timestamp,Axes_Z_aaLeadP
i1,2023-04-28 17:19:36.000,240.02782402356965
i1,2023-04-28 17:19:36.000,239.47863470644486
i1,2023-04-28 17:19:36.000,239.10494425901632
i1,2023-04-28 17:19:37.000,238.5355945478889
i1,2023-04-28 17:19:37.000,238.1537185337803
i1,2023-04-28 17:19:37.000,237.57811194285608
i1,2023-04-28 17:19:37.000,236.999452204726
i1,2023-04-28 17:19:38.000,236.6121431824048
i1,2023-04-28 17:19:38.000,236.02913123033895
i1,2023-04-28 17:19:38.000,235.63923126663926
i1,2023-04-28 17:19:38.000,235.0527994981411
i1,2023-04-28 17:19:39.000,234.46476751754946
i1,2023-04-28 17:19:39.000,234.07202573907557
i1,2023-04-28 17:19:39.000,233.48208496480365
i1,2023-04-28 17:19:39.000,233.08838712003302
i1,2023-04-28 17:19:40.000,232.49748343542066
i1,2023-04-28 17:19:40.000,231.9064560294235
i1,2023-04-28 17:19:40.000,231.51253722742248
i1,2023-04-28 17:19:41.000,230.92206377311845
i1,2023-04-28 17:19:41.000,230.3323719887091
i1,2023-04-28 17:19:41.000,229.93984683499266
i1,2023-04-28 17:19:41.000,229.35222504562
i1,2023-04-28 17:19:42.000,228.9613952655626
i1,2023-04-28 17:19:42.000,228.37678308697048
i1,2023-04-28 17:19:42.000,227.7944274441369
i1,2023-04-28 17:19:42.000,227.4076072539238
i1,2023-04-28 17:19:43.000,226.8297472428667
i1,2023-04-28 17:19:43.000,226.4462385343367
i1,2023-04-28 17:19:43.000,225.87380851833737
i1,2023-04-28 17:19:43.000,225.30567240967721
i1,2023-04-28 17:19:44.000,224.93307169538014
i1,2023-04-28 17:19:44.000,224.38561773946077
i1,2023-04-28 17:19:44.000,223.85211265041988
i1,2023-04-28 17:19:44.000,223.50427653715536
i1,2023-04-28 17:19:45.000,222.99434761300222
i1,2023-04-28 17:19:45.000,222.66074462796246
i1,2023-04-28 17:19:45.000,222.1220380029538
i1,2023-04-28 17:19:45.000,221.7599178933559
i1,2023-04-28 17:19:46.000,221.21673217393774
i1,2023-04-28 17:19:46.000,220.67355939278562
i1,2023-04-28 17:19:46.000,220.31143520677662
i1,2023-04-28 17:19:47.000,219.76825566174605
i1,2023-04-28 17:19:47.000,219.40613795304782
i1,2023-04-28 17:19:47.000,218.86295193591735
i1,2023-04-28 17:19:47.000,218.31977841941352
i1,2023-04-28 17:19:48.000,217.95765280993194
i1,2023-04-28 17:19:48.000,217.4144719281631
i1,2023-04-28 17:19:48.000,216.87129766063754
i1,2023-04-28 17:19:48.000,216.34349832563487
i1,2023-04-28 17:19:49.000,216.0266846852453
i1,2023-04-28 17:19:49.000,215.54158532720982
i1,2023-04-28 17:19:49.000,215.21091952490352
i1,2023-04-28 17:19:49.000,214.70317800624144
i1,2023-04-28 17:19:50.000,214.18380500885542
i1,2023-04-28 17:19:50.000,213.83700422148306
i1,2023-04-28 17:19:50.000,213.3168016315676
i1,2023-04-28 17:19:50.000,212.96999923268297
i1,2023-04-28 17:19:51.000,212.46750326040942
i1,2023-04-28 17:19:51.000,212.27437309364916
i1,2023-04-28 17:19:51.000,211.90988319610193
i1,2023-04-28 17:19:52.000,211.38967657255915
i1,2023-04-28 17:19:52.000,211.04287184206015
i1,2023-04-28 17:19:52.000,210.52266392176247
i1,2023-04-28 17:19:52.000,210.17586007842627
i1,2023-04-28 17:19:53.000,209.6576269974634
i1,2023-04-28 17:19:53.000,209.15252940812613
i1,2023-04-28 17:19:53.000,208.82354565634606
i1,2023-04-28 17:19:53.000,208.34089759553245
i1,2023-04-28 17:19:54.000,207.8296095865139
i1,2023-04-28 17:19:54.000,207.46748271773248
i1,2023-04-28 17:19:54.000,206.9242800713665
i1,2023-04-28 17:19:54.000,206.56214941544107
i1,2023-04-28 17:19:55.000,206.01895158878895
i1,2023-04-28 17:19:55.000,205.66077797401354
i1,2023-04-28 17:19:55.000,205.2749784458099
i1,2023-04-28 17:19:55.000,204.99
i1,2023-04-28 17:19:56.000,201.93052135032258
i1,2023-04-28 17:19:56.000,201.90983518705355
i1,2023-04-28 17:19:56.000,201.70672985835222
i1,2023-04-28 17:19:57.000,201.22011376692828
i1,2023-04-28 17:19:57.000,200.97724978978306
i1,2023-04-28 17:19:57.000,200.50521703725553
i1,2023-04-28 17:19:58.000,199.96262524187625
i1,2023-04-28 17:19:58.000,199.60049489427615
i1,2023-04-28 17:19:58.000,199.0573083495998
i1,2023-04-28 17:19:58.000,198.5141149501193
i1,2023-04-28 17:19:59.000,198.15198744454432
i1,2023-04-28 17:19:59.000,197.60879378368978
i1,2023-04-28 17:19:59.000,197.2466636273278
i1,2023-04-28 17:19:59.000,196.7034748454193
i1,2023-04-28 17:20:00.000,196.16028337461884
i1,2023-04-28 17:20:00.000,195.79815348710522
i1,2023-04-28 17:20:00.000,195.25496462406653
i1,2023-04-28 17:20:00.000,194.71178076970753
i1,2023-04-28 17:20:01.000,195.391
i1,2023-04-28 17:20:01.000,199.7600666666667
i1,2023-04-28 17:20:01.000,292.0232620641274
i1,2023-04-28 17:20:01.000,405.5
i1,2023-04-28 17:20:03.000,334.86773793587264
i1,2023-04-28 17:20:03.000,234.86773793587267
i1,2023-04-28 17:20:03.000,186.494
i1,2023-04-28 17:20:13.000,186.49925613872833
i1,2023-04-28 17:20:13.000,222.13389389870022
i1,2023-04-28 17:20:14.000,239.774
i1,2023-04-28 17:20:21.000,240.174
i1,2023-04-28 17:20:23.000,248.67744938594018
i1,2023-04-28 17:20:23.000,378.42546172992905
i1,2023-04-28 17:20:23.000,379.5
i1,2023-04-28 17:20:24.000,398.7571851012168
i1,2023-04-28 17:20:25.000,498.1322620641273
i1,2023-04-28 17:20:25.000,538.2358046668503
i1,2023-04-28 17:20:25.000,538.2386160699779
i1,2023-04-28 17:20:25.000,537.9728329578274
i1,2023-04-28 17:20:26.000,537.0545390033016
i1,2023-04-28 17:20:26.000,537.053
i1,2023-04-28 17:20:27.000,536.553
i1,2023-04-28 17:20:28.000,535.953
i1,2023-04-28 17:20:28.000,538.3387315987263
i1,2023-04-28 17:20:29.000,538.3384104710759
i1,2023-04-28 17:20:29.000,538.068238321846
i1,2023-04-28 17:20:30.000,537.1542312429484
i1,2023-04-28 17:20:30.000,537.153
i1,2023-04-28 17:20:31.000,536.653
i1,2023-04-28 17:20:32.000,503.31800973790615
i1,2023-04-28 17:20:32.000,403.52535718145396
i1,2023-04-28 17:20:32.000,379.5
i1,2023-04-28 17:20:34.000,379.6333333333334
i1,2023-04-28 17:20:34.000,504.1322620641274
i1,2023-04-28 17:20:35.000,596.8280182325584
i1,2023-04-28 17:20:35.000,601.5
