id,timestamp,i1_position_switch_pressed,i2_position_switch_pressed,i5_light_barrier_interrupted,m1_speed,o7_valve_open,o8_compressor_power_level,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label
Oven,2022-07-19 10:03:11.14,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.24,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.35,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.45,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.56,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.66,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.77,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.87,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.98,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.08,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.18,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.29,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.39,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.50,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.60,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.70,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.80,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:12.91,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.01,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.11,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.22,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.32,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.43,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.53,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.63,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.73,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.84,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:13.94,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.05,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.15,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.25,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.36,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.46,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.57,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.67,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.77,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.88,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:14.98,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.08,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.18,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.29,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.39,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.49,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.60,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.70,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.80,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:15.90,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.01,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.11,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.21,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.31,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.42,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.52,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.63,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.73,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.84,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:16.94,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.04,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.14,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.24,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.35,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.45,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.55,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.65,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.75,False,False,True,0,False,0,ready,,0.0,,
