id,timestamp,i1_light_barrier_interrupted,i2_light_barrier_interrupted,i3_light_barrier_interrupted,i4_light_barrier_interrupted,i5_position_switch_pressed,i6_position_switch_pressed,i7_position_switch_pressed,i8_position_switch_pressed,m1_speed,m2_speed,m3_speed,m4_speed,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label,current_pos_x,current_pos_y,target_pos_x,target_pos_y,amount_of_stored_workpieces
HBW,2022-07-19 10:02:01.84,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.195296,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.97,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.325903,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.11,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.466005,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.24,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.594942,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.38,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.73742,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.51,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.870357,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.63,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.98754,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.74,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.09835,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.85,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.210025,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:02.96,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.321173,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:03.09,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.442374,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:03.21,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.569034,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:03.37,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.722511,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:03.51,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,10.87158,picking up the bucket from the slot,,0,0,750,100,0
